,AFFILIATION,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,porpag,adjoe,Rec Rank,ast/tov,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,mp,oreb,dreb,treb,ast,stl,blk,pts,Position,Class
1074,Illinois,B10,33,19.9,79.1,17.5,48.3,51.46,4.6,12.8,3.3,33.1,12,17,0.706,28,57,0.491,0,1,0.0,5.2,1.1,29.3,Fr,-0.121369,80.6675,94.2,0.19228329,0.6923,0.3226,0.8125,98.6762,91.1222,1.0202,48.9904,-1.48959,-4.74511,3.25552,8.2424,0.303,0.9394,1.2424,0.1515,0.1515,0.3939,2.0606,C,1
1075,Illinois,B10,32,78.6,112.5,22.0,58.6,61.77,9.1,23.5,9.9,18.7,93,127,0.732,169,280,0.604,1,11,0.091,6.9,0.9,43.6,So,3.809730000000001,119.265,94.2,0.63237645,0.7569,0.4412,0.9107,94.6348,88.2181,4.16046,210.3,6.54568,1.57784,4.96784,31.8125,2.2812,5.9062,8.1875,1.3438,0.4688,1.875,13.5625,C,1
1076,Connecticut,BE,41,68.3,116.6,19.3,54.8,56.84,5.0,12.2,12.3,14.6,47,59,0.797,136,249,0.546,46,125,0.368,2.2,1.9,15.8,Fr,3.54348,122.325,83.0,1.26925799,0.7831,0.4277,0.88,98.9458,92.2786,3.28292,196.267,7.0224600000000015,4.50206,2.5204,27.8049,1.2195,3.2439,4.4634,1.6098,0.8537,0.6098,11.1463,Wing G,1
1077,Connecticut,BE,34,92.1,115.4,22.2,55.6,58.95,3.0,11.1,10.1,15.0,98,121,0.81,146,243,0.601,71,211,0.336,1.7,2.1,26.7,So,5.10145,124.267,83.0,0.85294998,0.7882,0.5,0.9583,101.528,96.2073,3.85197,207.755,6.13466,5.05687,1.07779,37.2353,0.9412,3.9412,4.8824,1.7059,1.2353,0.6176,17.7353,Wing G,1
1078,North Carolina,ACC,37,61.4,100.9,18.5,47.3,51.83,0.7,7.7,40.7,29.8,58,84,0.69,56,129,0.434,20,53,0.377,0.3,2.4,46.2,Fr,1.62969,104.045,94.8,2.49997982,0.3462,0.4935,,97.2878,90.5768,3.0986,167.894,2.5111,1.73117,0.779933,24.6486,0.1622,1.9189,2.0811,6.2162,1.0811,0.0811,6.2162,Pure PG,1
1079,North Carolina,ACC,36,77.9,113.3,17.1,52.9,55.8,0.5,7.3,45.1,27.2,55,79,0.696,77,146,0.527,28,79,0.354,0.5,2.0,35.1,So,3.24086,112.651,94.8,3.47519256,0.6604,0.4516,,96.8536,92.3192,3.89671,205.986,4.0895800000000015,4.03505,0.0545312,33.0,0.1667,2.4444,2.6111,9.75,1.1944,0.1667,8.1389,Pure PG,1
1080,North Carolina,ACC,37,39.4,95.7,20.5,49.7,49.15,10.7,17.8,10.9,20.4,32,73,0.438,84,163,0.515,4,18,0.222,9.4,2.5,40.3,Fr,0.927748,101.471,99.2,0.75555009,0.8548,0.3103,0.975,92.0505,86.8228,2.16987,149.79,7.42647,0.405596,7.02087,15.8649,1.6216,2.8108,4.4324,0.9189,0.7297,1.5676,5.7297,C,1
1081,North Carolina,ACC,37,66.6,98.1,23.4,50.1,50.18,12.7,25.3,5.8,17.9,68,142,0.479,181,358,0.506,1,6,0.16699999999999998,11.6,1.2,39.0,So,2.10763,107.727,99.2,0.39472275,0.7361,0.3505,0.9821,85.5676,79.6651,4.36888,277.396,8.32823,0.14168,8.18655,26.7297,3.2432,6.8649,10.1081,0.8108,0.5946,3.1892,11.7027,C,1
1082,North Carolina,ACC,35,66.8,107.4,21.9,50.0,50.51,9.1,25.1,8.0,11.0,69,135,0.511,205,410,0.5,0,0,0.0,9.6,1.1,32.9,Jr,3.01983,114.347,99.2,0.97775533,0.7217,0.4136,0.9649,85.5966,81.493,4.51549,270.434,9.29592,1.93911,7.35681,29.1143,2.5429,7.4,9.9429,1.2571,0.5714,2.8857,13.6857,C,1
1083,Iowa State,B12,34,78.8,100.3,29.1,54.0,53.6,9.4,24.6,34.5,24.7,102,205,0.498,171,316,0.541,4,12,0.333,3.0,2.2,62.5,So,3.4548400000000004,115.927,95.0,1.30770239,0.733,0.3,0.9787,94.0933,89.68,4.0118,241.83900000000003,8.20572,2.66936,5.53635,31.5294,2.5,6.7941,9.2941,5.0,1.1765,0.9412,13.4118,Wing F,1
1084,North Carolina,ACC,15,7.9,105.9,19.4,47.2,53.32,10.1,16.1,4.0,18.5,13,17,0.765,17,36,0.472,0,0,0.0,2.4,1.4,47.2,Fr,0.745977,112.058,97.0,0.37502346,,,,95.7189,88.8113,1.0054,24.4692,1.52136,0.825248,0.6961149999999999,7.8,0.7333,1.2667,2.0,0.2,0.2,0.2,3.1333,,1
1085,North Carolina,ACC,27,31.5,107.4,23.9,52.1,55.7,11.6,15.7,3.2,16.6,52,72,0.722,100,190,0.526,0,2,0.0,4.9,1.6,37.5,So,1.93112,116.84,97.0,0.20590804,0.7561,0.4603,0.9231,97.1863,92.2834,2.04378,100.068,1.99924,0.777173,1.22207,17.3704,1.9259,2.7037,4.6296,0.2593,0.5185,0.8889,9.3333,C,1
1086,North Carolina,ACC,37,70.1,120.8,22.8,54.7,59.99,10.8,15.2,4.4,11.5,161,211,0.763,210,384,0.547,0,0,0.0,4.2,1.4,54.9,Jr,4.5705300000000015,131.901,97.0,0.45996741,0.7623,0.4466,0.9688,93.6054,87.1484,3.87047,223.168,8.04261,4.695880000000002,3.3467300000000004,28.1351,2.8919,4.3514,7.2432,0.6216,0.7297,1.2162,15.7027,C,1
1087,North Carolina,ACC,38,70.2,121.2,24.4,55.3,61.56,14.1,20.2,6.3,15.3,181,224,0.8079999999999999,220,398,0.5529999999999999,0,0,0.0,5.3,1.7,56.3,Sr,4.78484,133.481,97.0,0.49315494,0.6794,0.4906,0.9412,88.5932,84.3171,4.09334,257.763,10.0044,5.44846,4.55591,28.1579,3.8421,5.7632,9.6053,0.9474,0.8947,1.5263,16.3421,C,1
1088,Kentucky,SEC,38,78.4,105.6,27.8,47.0,51.17,9.0,22.1,10.3,13.6,157,243,0.6459999999999999,180,387,0.465,26,79,0.329,6.0,2.2,52.1,Fr,4.03923,122.033,98.4,0.79996957,0.6645,0.3362,0.9189,89.1825,84.1061,4.6613,280.458,6.848039999999999,2.62034,4.2277,31.4737,2.4211,6.4211,8.8421,1.5789,1.1316,1.8947,15.6579,PF/C,1
1089,Kentucky,SEC,38,69.6,111.9,22.3,52.3,54.66,10.8,16.3,8.7,14.9,99,158,0.627,161,305,0.528,16,49,0.327,5.8,2.7,44.6,So,3.80976,121.8,98.4,0.82256681,0.7365,0.2754,0.9355,87.6108,83.155,4.39391,245.885,9.92667,5.0514199999999985,4.87525,29.3158,2.5263,4.6316,7.1579,1.3421,1.2895,1.7895,12.3421,PF/C,1
1090,St. Bonaventure,A10,30,62.0,105.1,22.5,60.2,60.9,9.8,16.1,2.2,20.5,68,111,0.613,154,256,0.602,0,0,0.0,10.7,1.3,43.4,Fr,2.06299,108.249,10.6,0.11288528,,,,94.0677,94.5709,2.72654,173.85299999999995,2.25226,-1.28138,3.53364,25.1,2.1333,3.8667,6.0,0.2333,0.5667,2.7,12.5333,,1
1091,St. Bonaventure,A10,29,73.2,112.5,24.0,56.1,59.67,9.1,17.9,3.7,14.8,95,125,0.76,189,337,0.561,0,0,0.0,6.6,0.4,37.1,So,3.87367,121.377,10.6,0.25927716,0.7425,0.3824,0.9783,101.019,99.7134,2.81462,169.169,1.7436200000000002,1.14214,0.601477,30.2759,2.3448,4.8276,7.1724,0.4828,0.2069,1.8966,16.3103,C,1
1092,St. Bonaventure,A10,31,81.3,108.5,30.0,57.8,61.41,6.4,19.0,8.7,19.2,165,232,0.711,231,392,0.589,6,23,0.261,4.5,1.0,55.9,Jr,4.39064,123.827,10.6,0.32325035,0.773,0.4585,0.8333,100.861,99.7765,3.06446,199.395,1.33659,1.13703,0.199564,33.8387,1.6774,5.5806,7.2581,1.0323,0.5484,1.4516,20.8065,PF/C,1
1093,St. Bonaventure,A10,32,74.3,116.7,28.1,60.1,63.77,11.2,22.8,9.4,18.1,128,165,0.7759999999999999,197,332,0.593,23,53,0.434,7.3,1.3,42.9,Sr,4.86049,131.488,10.6,0.41248002,0.7219,0.4862,0.9167,93.7441,91.5303,3.59007,207.66,8.05175,4.51105,3.54069,30.0625,2.5938,5.8125,8.4062,1.0312,0.6562,1.9688,18.4688,PF/C,1
1094,Ohio State,B10,37,78.9,121.1,26.8,54.5,59.14,14.1,26.0,7.4,11.6,188,267,0.7040000000000001,219,398,0.55,3,12,0.25,2.0,2.0,65.1,Fr,5.75949,137.504,99.4,0.72883482,0.6995,0.3784,0.9787,88.8615,83.2367,4.78604,252.581,7.7831100000000015,5.53495,2.24816,31.6757,3.5405,6.6486,10.1892,1.1622,1.0,0.5405,17.1622,PF/C,1
1095,Ohio State,B10,37,72.0,117.8,27.3,53.8,59.11,12.5,24.0,8.6,13.7,175,228,0.768,212,399,0.531,16,40,0.4,4.0,2.3,51.9,So,5.35069,135.153,99.4,0.64787114,0.6821,0.4159,0.9412,85.165,79.3279,4.95219,259.85400000000004,10.0557,5.46551,4.59023,30.3514,3.1351,6.0541,9.1892,1.2432,1.1622,1.0541,17.4865,PF/C,1
1096,Syracuse,BE,32,23.0,92.4,15.1,61.8,58.4,8.1,13.8,4.5,30.4,9,23,0.391,34,55,0.618,0,0,0.0,9.1,1.9,41.8,Fr,0.171078,89.9746,97.4,0.33333333,0.8333,0.2105,1.0,93.2049,87.8986,1.32279,64.0055,3.65496,-1.75198,5.4069400000000005,9.8438,0.6562,1.2812,1.9375,0.25,0.3125,0.7812,2.4062,C,1
1097,Syracuse,BE,30,51.4,110.3,17.1,56.6,58.06,12.3,13.5,5.0,20.0,38,60,0.633,98,173,0.5660000000000001,0,0,0.0,13.0,1.2,34.7,So,2.25618,110.02,97.4,0.48838344,0.7222,0.3077,0.8824,92.5235,88.6898,3.30974,147.639,8.90408,1.6897799999999998,7.2143,25.4333,2.6667,3.1667,5.8333,0.7,0.5,2.9333,7.8,C,1
1098,Vanderbilt,SEC,30,53.9,126.9,17.6,61.8,64.3,1.4,8.5,8.5,10.6,48,60,0.8,37,82,0.451,68,143,0.476,0.7,1.2,26.7,Fr,3.4683300000000004,127.954,95.4,1.2608582,0.56,0.3929,1.0,103.74,97.8999,2.28337,105.958,5.83015,6.18112,-0.350972,23.1,0.2667,1.9,2.1667,0.9667,0.4667,0.1667,10.8667,Combo G,1
1099,Vanderbilt,SEC,32,80.4,124.5,22.5,58.4,64.0,1.9,7.4,7.9,12.3,144,161,0.894,90,166,0.542,100,245,0.408,0.9,1.3,39.2,So,5.84774,134.30200000000002,95.4,0.75003074,0.7692,0.396,1.0,103.598,98.8109,3.32995,164.43200000000004,6.27326,7.136610000000001,-0.8633559999999999,34.5312,0.5312,2.4375,2.9688,1.2188,0.75,0.3125,19.5,Wing G,1
1100,Vanderbilt,SEC,35,80.9,126.4,23.6,62.0,65.58,1.7,8.2,8.4,12.0,128,153,0.8370000000000001,83,153,0.542,134,305,0.439,1.0,1.5,33.4,Jr,6.27491,138.69799999999998,95.4,0.76365026,0.7344,0.4045,1.0,102.238,96.4593,3.45085,175.03900000000004,8.45478,8.36461,0.090178,33.6286,0.4571,2.4286,2.8857,1.2,0.8286,0.3143,19.8857,Combo G,1
1101,Oregon State,P10,32,47.7,88.2,22.0,53.9,59.79,5.2,8.0,11.4,34.9,62,83,0.747,58,106,0.547,7,21,0.333,0.6,4.4,65.4,Fr,0.587754,93.3758,73.0,0.38663707,0.6098,0.3333,1.0,96.046,93.1368,2.2108,115.009,0.76856,-2.10606,2.87462,19.0938,0.7812,1.2188,2.0,0.9062,1.3438,0.0938,6.2188,Combo G,1
1102,Oregon State,Horz,31,36.9,91.5,19.1,42.6,45.46,4.8,17.1,6.0,14.7,19,25,0.76,27,71,0.38,22,70,0.314,3.1,1.9,17.7,Jr,0.377015,91.8749,,0.61913199,0.5217,0.3125,,103.254,100.233,1.3439,81.9868,-2.28356,-1.81475,-0.46882,14.7419,0.5806,1.9355,2.5161,0.4194,0.4516,0.3871,4.4839,Stretch 4,1
1103,Oregon State,P10,30,70.7,107.8,24.4,48.7,57.83,4.1,8.3,15.6,19.6,166,213,0.779,90,193,0.466,27,75,0.36,0.9,5.5,79.5,So,3.28686,117.329,73.0,0.85133978,0.5489999999999999,0.1538,0.9583,99.8612,96.9719,3.03864,192.103,5.47592,3.5211900000000003,1.95473,29.2333,1.0667,2.0,3.0667,2.1,2.8333,0.2,14.2333,Scoring PG,1
1104,Oregon State,P12,35,85.9,106.8,25.3,50.2,56.28,3.5,9.6,15.7,18.3,193,263,0.7340000000000001,144,287,0.502,49,146,0.336,1.3,4.1,60.7,Jr,3.8179,116.38,73.0,0.98037266,0.6296,0.2551,0.8857,99.5861,97.6663,3.41875,245.127,4.10233,3.48573,0.616603,35.0857,1.0286,2.8286,3.8571,2.8571,2.5714,0.4286,17.9429,Combo G,1
1105,Washington,P12,35,75.3,95.7,32.1,45.3,48.83,8.0,9.8,24.5,21.8,154,264,0.583,189,391,0.483,9,56,0.161,1.2,3.5,59.1,Fr,2.94965,112.563,96.4,0.98485972,0.5776,0.3459,0.85,97.047,93.6772,3.41557,215.125,4.17926,1.85641,2.32285,30.3429,2.2857,2.7429,5.0286,3.7143,1.8857,0.3714,15.9714,Scoring PG,1
1106,Duke,ACC,24,11.0,75.4,19.2,47.4,48.58,9.0,14.9,1.1,36.7,6,11,0.545,18,38,0.474,0,0,0.0,7.1,1.4,28.9,Fr,-0.168204,77.1297,89.8,0.050042,,,,93.0726,88.5806,0.888156,33.6781,-3.26216,-6.01665,2.75449,6.7917,0.5417,0.875,1.4167,0.0417,0.1667,0.5,1.75,,1
1107,Duke,ACC,40,41.1,107.6,17.0,56.4,58.51,11.1,22.2,3.4,23.1,39,59,0.6609999999999999,82,147,0.5579999999999999,1,1,1.0,3.8,1.8,39.9,So,1.44248,109.775,89.8,0.27906977,0.7195,0.3538,0.9444,86.6352,81.8136,2.55104,150.267,4.7485800000000005,0.7641479999999999,3.98444,16.45,1.625,3.3,4.925,0.3,0.5,0.65,5.15,PF/C,1
1108,Duke,ACC,37,42.4,107.2,16.4,51.8,53.45,14.3,17.2,3.5,19.3,32,54,0.593,72,139,0.518,0,0,0.0,2.4,2.0,38.8,Jr,1.31435,107.243,89.8,0.37149802,0.6429,0.3273,0.8519,89.9131,85.4979,2.44002,136.535,4.21001,1.50016,2.70984,16.973,2.0811,2.8108,4.8919,0.3514,0.5946,0.4595,4.7568,C,1
1109,Duke,ACC,34,50.9,117.3,17.6,61.0,62.05,16.6,22.7,5.1,20.0,48,76,0.632,89,146,0.61,0,0,0.0,4.2,1.5,52.1,Sr,2.45494,119.113,89.8,0.42855988,0.7143,0.4364,0.8387,94.9681,89.8214,2.5794,152.76,6.31222,3.2795300000000003,3.03269,20.5,2.9118,4.2059,7.1176,0.5294,0.5294,0.9412,6.6471,C,1
1110,Mississippi State,CUSA,37,66.4,101.6,18.3,52.3,52.94,12.7,20.8,4.9,19.2,54,101,0.535,119,220,0.541,11,39,0.282,3.8,1.8,39.0,Fr,1.50423,100.599,,0.3809244,,,,97.1467,93.7664,2.9933,213.292,3.0924,0.669045,2.42336,26.8108,3.2703,4.8919,8.1622,0.6486,0.8378,0.9459,8.7838,,1
1111,Mississippi State,CUSA,33,71.5,96.0,20.1,49.1,51.52,8.1,17.4,8.1,20.6,54,83,0.6509999999999999,122,236,0.517,9,40,0.225,3.2,2.7,30.1,So,1.30626,97.6606,,0.5857062,0.7375,0.4038,0.9565,90.1595,87.7925,3.86293,205.088,4.08582,-0.501364,4.58718,28.9394,1.9697,4.697,6.6667,1.2424,1.3636,0.8182,9.8485,Wing F,1
1112,Mississippi State,SEC,30,79.5,114.9,23.6,56.1,60.96,12.2,21.7,7.0,17.5,124,159,0.78,172,310,0.555,8,18,0.444,2.1,1.4,48.5,Jr,4.98252,125.498,,0.47947232,0.7378,0.3493,0.9394,99.1674,95.7605,3.70371,205.304,3.99757,3.2929699999999995,0.704601,35.7667,3.6667,6.8,10.4667,1.1667,0.8333,0.7667,16.4,PF/C,1
1113,Baylor,B12,29,81.5,108.7,21.3,54.7,57.68,9.6,15.9,7.5,19.0,87,127,0.685,155,279,0.556,2,10,0.2,3.0,0.9,43.9,Fr,3.42611,114.211,98.8,0.49253341,0.8505,0.3721,0.9535,97.7252,95.7841,3.64363,172.136,2.50737,1.54514,0.962232,33.8621,2.5862,4.5862,7.1724,1.1379,0.5172,0.8966,13.8966,C,1
1114,Baylor,B12,32,66.6,110.6,22.6,51.0,53.61,10.8,18.6,8.8,14.4,71,102,0.696,169,328,0.515,10,33,0.303,2.1,1.7,28.3,So,3.86615,120.539,98.8,0.75922966,0.6970000000000001,0.3929,0.9318,96.8961,90.4005,3.84024,188.837,4.93194,3.43733,1.4946,30.9062,2.6875,5.0312,7.7188,1.2812,0.875,0.5938,13.7188,PF/C,1
1115,Kentucky,SEC,40,81.4,99.8,21.0,44.9,49.08,1.6,6.7,25.5,23.8,85,119,0.7140000000000001,119,272,0.438,26,80,0.325,0.8,1.7,33.8,Fr,2.48876,106.366,99.0,1.75229367,0.5548,0.2821,1.0,97.6421,92.8966,3.78126,188.101,2.43779,2.2476700000000003,0.190118,32.575,0.425,2.1,2.525,4.775,0.925,0.275,10.025,Scoring PG,1
1116,Vanderbilt,SEC,29,29.0,81.0,20.8,54.7,54.39,9.7,13.8,0.6,33.6,28,55,0.509,41,75,0.547,0,0,0.0,6.4,0.7,73.3,So,-0.0142619,83.9349,77.0,0.02326679,,,,96.4762,94.4748,1.3656700000000002,68.5306,-4.5680000000000005,-5.6296800000000005,1.06168,12.3793,0.9655,1.5862,2.5517,0.0345,0.1379,0.7586,3.7931,,1
1117,Vanderbilt,SEC,31,30.7,85.1,18.7,54.7,51.08,9.0,17.9,1.4,26.0,22,58,0.379,47,86,0.547,0,0,0.0,9.8,0.9,67.4,So,0.118057,87.1856,77.0,0.08825675,0.7115,0.2941,1.0,94.5733,89.5696,1.62651,89.7536,0.523365,-3.42286,3.94623,12.7419,0.9355,2.1935,3.129,0.0968,0.1935,1.2903,3.7419,C,1
1118,Vanderbilt,SEC,34,58.1,113.1,26.7,58.8,61.46,14.6,15.6,1.8,16.5,140,216,0.648,151,257,0.588,0,0,0.0,10.6,1.5,84.0,Jr,3.47902,128.061,77.0,0.10001699,0.7197,0.448,0.9333,93.6815,89.7182,3.0011,180.415,5.39809,2.27167,3.12642,23.5,2.7941,3.4706,6.2647,0.1765,0.5882,2.5588,13.0,C,1
1119,Vanderbilt,SEC,26,41.4,99.2,25.7,53.9,56.7,13.0,17.4,2.9,22.7,84,139,0.604,89,165,0.539,0,0,0.0,9.0,1.1,84.2,Sr,2.3113900000000003,113.208,77.0,0.13793259,0.7358,0.1864,0.9688,94.3157,88.3681,3.0419400000000003,125.658,3.13961,-0.7683989999999999,3.90801,23.1923,2.3846,3.5385,5.9231,0.3077,0.4231,2.0,10.0769,C,1
1120,Vanderbilt,SEC,31,64.9,107.0,25.9,51.8,55.93,12.7,14.7,15.4,19.3,96,139,0.691,127,230,0.552,9,41,0.22,1.6,2.1,51.3,Fr,3.05115,118.128,90.6,0.7681283,,,,95.6753,93.6618,2.93799,158.629,5.57634,3.694280000000001,1.88206,25.9677,2.6452,3.5484,6.1935,1.7097,0.9355,0.3871,12.1613,,0
